Index,Scenario,Ordering
568,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red']]"
569,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white', 'red']]"
570,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red']]"
571,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green']]"
572,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white']]"
573,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['red']]"
574,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['green', 'red', 'crosswalk']]"
575,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red'], ['white']]"
576,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]"
577,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['white'], ['red']]"
578,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['white']]"
579,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['red', 'white'], ['green']]"
580,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['red'], ['white']]"
581,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk', 'white']]"
582,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]"
583,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'green']]"
584,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk']]"
585,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['red'], ['green']]"
586,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
587,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white']]"
588,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk'], ['red']]"
589,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white'], ['green']]"
590,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]"
591,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]"
592,"{'right': 'red_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red']]"
593,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]"
594,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk']]"
595,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white']]"
596,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white']]"
597,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white', 'red']]"
598,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['white']]"
599,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['green']]"
600,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['green']]"
601,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['green', 'white'], ['red']]"
602,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk', 'green']]"
603,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['white', 'red'], ['green']]"
604,"{'right': 'red_car_turn_left', 'down': 'white_car_straight', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red'], ['white']]"
605,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['red']]"
606,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk']]"
607,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red'], ['green']]"
608,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
609,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'green_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red'], ['green']]"
610,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
611,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green']]"
612,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]"
613,"{'right': 'white_car_straight', 'down': 'red_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]"
614,"{'right': 'red_car_straight', 'down': 'white_car_turn_right', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'white', 'green', 'crosswalk']]"
615,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]"
616,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'red', 'crosswalk']]"
617,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk', 'green']]"
618,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk']]"
619,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['white']]"
620,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green'], ['white']]"
621,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white']]"
622,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['white'], ['green']]"
623,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white']]"
624,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]"
625,"{'right': 'red_car_straight', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red'], ['green']]"
626,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'white'], ['green']]"
627,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['red']]"
628,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]"
629,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white', 'red'], ['green']]"
630,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white']]"
631,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white']]"
632,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'white']]"
633,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white', 'red']]"
634,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['white']]"
635,"{'right': 'red_car_straight', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['white']]"
636,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk']]"
637,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'white']]"
638,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'red'], ['white']]"
639,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['red']]"
640,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white', 'red']]"
641,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'green']]"
642,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]"
643,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['red', 'green']]"
644,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'green', 'crosswalk'], ['white']]"
645,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'green']]"
646,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['red']]"
647,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'white', 'crosswalk']]"
648,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white'], ['green'], ['red']]"
649,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['red']]"
650,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'green'], ['red']]"
651,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red'], ['green']]"
652,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['white'], ['red']]"
653,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'white']]"
654,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk']]"
655,"{'right': 'green_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['green', 'red'], ['white']]"
656,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red']]"
657,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white']]"
658,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'green', 'crosswalk']]"
659,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white'], ['red']]"
660,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['red', 'white'], ['green']]"
661,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red'], ['green']]"
662,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white']]"
663,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk']]"
664,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['red']]"
665,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['red']]"
666,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white']]"
667,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'red', 'crosswalk']]"
668,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white'], ['green']]"
669,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['green']]"
670,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['white'], ['red']]"
671,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
672,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green']]"
