,Unnamed: 0,Index,Scenario,Ordering,priority,prolog_priority,prolog_priority_solved
483,483,483,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]",[0 1 0 0],"[[0, 1, 2, 4, 0], [0, 0, 4, 1, 2], [0, 2, 1, 0, 4], [0, 4, 0, 2, 1]]","[0, 1, 0, 0]"
484,484,484,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['green']]",[1 0 1 0],"[[2, 0, 3, 0, 4], [1, 4, 0, 0, 3], [2, 3, 0, 4, 0], [1, 0, 4, 3, 0]]","[1, 0, 1, 1]"
485,485,485,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk']]",[0 1 1 0],"[[2, 4, 3, 4, 0], [1, 0, 4, 4, 3], [2, 3, 4, 0, 4], [1, 4, 0, 3, 4]]","[0, 1, 1, 0]"
486,486,486,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white']]",[0 0 0 1],"[[2, 2, 4, 1, 4], [1, 4, 1, 2, 4], [2, 4, 2, 4, 1], [1, 1, 4, 4, 2]]","[1, 0, 0, 1]"
487,487,487,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red', 'green'], ['white']]",[0 1 1 0],"[[1, 4, 0, 1, 1], [2, 1, 1, 4, 0], [1, 0, 4, 1, 1], [2, 1, 1, 0, 4]]","[0, 1, 1, 0]"
488,488,488,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'white'], ['red']]",[1 0 1 0],"[[1, 2, 0, 1, 4], [2, 4, 1, 2, 0], [1, 0, 2, 4, 1], [2, 1, 4, 0, 2]]","[1, 0, 1, 0]"
489,489,489,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]",[0 1 1 0],"[[0, 4, 3, 4, 0], [0, 0, 4, 4, 3], [0, 3, 4, 0, 4], [0, 4, 0, 3, 4]]","[0, 1, 1, 0]"
490,490,490,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red'], ['green']]",[0 0 0 1],"[[2, 1, 2, 1, 4], [1, 4, 1, 1, 2], [2, 2, 1, 4, 1], [1, 1, 4, 2, 1]]","[0, 0, 1, 1]"
491,491,491,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['red', 'crosswalk', 'white']]",[0 1 1 1],"[[0, 4, 3, 2, 2], [0, 2, 2, 4, 3], [0, 3, 4, 2, 2], [0, 2, 2, 3, 4]]","[0, 1, 1, 1]"
492,492,492,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['green', 'crosswalk', 'white']]",[1 1 0 1],"[[0, 0, 4, 1, 3], [0, 3, 1, 0, 4], [0, 4, 0, 3, 1], [0, 1, 3, 4, 0]]","[1, 1, 0, 1]"
493,493,493,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white'], ['green']]",[0 1 0 0],"[[2, 4, 1, 4, 2], [1, 2, 4, 4, 1], [2, 1, 4, 2, 4], [1, 4, 2, 1, 4]]","[0, 1, 0, 0]"
494,494,494,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'green'], ['red']]",[0 1 1 0],"[[0, 4, 0, 1, 0], [0, 0, 1, 4, 0], [0, 0, 4, 0, 1], [0, 1, 0, 0, 4]]","[0, 1, 1, 0]"
495,495,495,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['red'], ['green']]",[0 1 0 0],"[[2, 1, 4, 1, 2], [1, 2, 1, 1, 4], [2, 4, 1, 2, 1], [1, 1, 2, 4, 1]]","[0, 1, 0, 0]"
496,496,496,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['red', 'white'], ['green']]",[1 0 1 0],"[[1, 0, 2, 2, 4], [2, 4, 2, 0, 2], [1, 2, 0, 4, 2], [2, 2, 4, 2, 0]]","[1, 0, 1, 0]"
497,497,497,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['red']]",[0 0 0 1],"[[0, 2, 4, 1, 4], [0, 4, 1, 2, 4], [0, 4, 2, 4, 1], [0, 1, 4, 4, 2]]","[0, 0, 0, 1]"
498,498,498,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green', 'red'], ['white']]",[1 0 0 1],"[[2, 0, 0, 1, 4], [1, 4, 1, 0, 0], [2, 0, 0, 4, 1], [1, 1, 4, 0, 0]]","[1, 0, 1, 1]"
499,499,499,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['red']]",[1 0 0 0],"[[0, 3, 1, 4, 0], [0, 0, 4, 3, 1], [0, 1, 3, 0, 4], [0, 4, 0, 1, 3]]","[1, 1, 0, 0]"
500,500,500,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['white']]",[1 1 0 0],"[[0, 3, 1, 4, 2], [0, 2, 4, 3, 1], [0, 1, 3, 2, 4], [0, 4, 2, 1, 3]]","[1, 1, 0, 0]"
501,501,501,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk']]",[1 0 1 0],"[[1, 0, 3, 4, 4], [2, 4, 4, 0, 3], [1, 3, 0, 4, 4], [2, 4, 4, 3, 0]]","[1, 0, 1, 0]"
502,502,502,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white', 'red']]",[1 0 0 1],"[[2, 0, 4, 0, 4], [1, 4, 0, 0, 4], [2, 4, 0, 4, 0], [1, 0, 4, 4, 0]]","[1, 0, 0, 1]"
503,503,503,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['green']]",[0 0 1 0],"[[0, 1, 3, 0, 4], [0, 4, 0, 1, 3], [0, 3, 1, 4, 0], [0, 0, 4, 3, 1]]","[0, 0, 1, 1]"
504,504,504,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'green', 'crosswalk']]",[1 1 1 0],"[[2, 0, 3, 4, 0], [1, 0, 4, 0, 3], [2, 3, 0, 0, 4], [1, 4, 0, 3, 0]]","[1, 1, 1, 0]"
505,505,505,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk']]",[1 0 0 1],"[[2, 2, 4, 3, 4], [1, 4, 3, 2, 4], [2, 4, 2, 4, 3], [1, 3, 4, 4, 2]]","[1, 0, 0, 1]"
506,506,506,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'red']]",[0 1 1 0],"[[2, 4, 0, 4, 0], [1, 0, 4, 4, 0], [2, 0, 4, 0, 4], [1, 4, 0, 0, 4]]","[0, 1, 1, 0]"
507,507,507,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['white']]",[0 0 0 1],"[[1, 0, 4, 3, 2], [2, 2, 3, 0, 4], [1, 4, 0, 2, 3], [2, 3, 2, 4, 0]]","[1, 1, 0, 1]"
508,508,508,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green']]",[1 0 1 0],"[[2, 0, 0, 4, 4], [1, 4, 4, 0, 0], [2, 0, 0, 4, 4], [1, 4, 4, 0, 0]]","[1, 0, 1, 0]"
509,509,509,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk', 'green']]",[1 0 1 1],"[[2, 0, 3, 2, 4], [1, 4, 2, 0, 3], [2, 3, 0, 4, 2], [1, 2, 4, 3, 0]]","[1, 0, 1, 1]"
510,510,510,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]",[0 1 1 0],"[[1, 4, 0, 4, 0], [2, 0, 4, 4, 0], [1, 0, 4, 0, 4], [2, 4, 0, 0, 4]]","[0, 1, 1, 0]"
511,511,511,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'red']]",[0 1 1 0],"[[2, 4, 0, 4, 1], [1, 1, 4, 4, 0], [2, 0, 4, 1, 4], [1, 4, 1, 0, 4]]","[0, 1, 1, 0]"
512,512,512,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'green']]",[1 0 1 0],"[[0, 3, 1, 4, 4], [0, 4, 4, 3, 1], [0, 1, 3, 4, 4], [0, 4, 4, 1, 3]]","[1, 0, 1, 0]"
513,513,513,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['green'], ['white']]",[1 0 0 1],"[[2, 3, 2, 0, 0], [1, 0, 0, 3, 2], [2, 2, 3, 0, 0], [1, 0, 0, 2, 3]]","[1, 1, 1, 1]"
514,514,514,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['green']]",[0 0 1 0],"[[2, 4, 3, 0, 1], [1, 1, 0, 4, 3], [2, 3, 4, 1, 0], [1, 0, 1, 3, 4]]","[0, 0, 1, 1]"
515,515,515,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['red']]",[0 0 1 0],"[[0, 4, 0, 2, 4], [0, 4, 2, 4, 0], [0, 0, 4, 4, 2], [0, 2, 4, 0, 4]]","[0, 0, 1, 0]"
516,516,516,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white']]",[1 0 0 1],"[[2, 3, 4, 0, 4], [1, 4, 0, 3, 4], [2, 4, 3, 4, 0], [1, 0, 4, 4, 3]]","[1, 0, 0, 1]"
517,517,517,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk', 'green']]",[1 0 1 1],"[[1, 0, 3, 2, 4], [2, 4, 2, 0, 3], [1, 3, 0, 4, 2], [2, 2, 4, 3, 0]]","[1, 0, 1, 1]"
518,518,518,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]",[0 1 1 0],"[[0, 4, 1, 4, 3], [0, 3, 4, 4, 1], [0, 1, 4, 3, 4], [0, 4, 3, 1, 4]]","[0, 1, 1, 0]"
519,519,519,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white']]",[1 1 0 0],"[[2, 3, 4, 4, 2], [1, 2, 4, 3, 4], [2, 4, 3, 2, 4], [1, 4, 2, 4, 3]]","[1, 1, 0, 0]"
520,520,520,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['red']]",[0 0 1 1],"[[1, 4, 2, 3, 1], [2, 1, 3, 4, 2], [1, 2, 4, 1, 3], [2, 3, 1, 2, 4]]","[0, 0, 1, 1]"
521,521,521,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['green']]",[0 0 1 1],"[[2, 1, 2, 3, 4], [1, 4, 3, 1, 2], [2, 2, 1, 4, 3], [1, 3, 4, 2, 1]]","[0, 0, 1, 1]"
522,522,522,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green']]",[0 0 1 1],"[[2, 4, 3, 2, 4], [1, 4, 2, 4, 3], [2, 3, 4, 4, 2], [1, 2, 4, 3, 4]]","[0, 0, 1, 1]"
523,523,523,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk']]",[0 1 1 0],"[[2, 4, 3, 4, 0], [1, 0, 4, 4, 3], [2, 3, 4, 0, 4], [1, 4, 0, 3, 4]]","[0, 1, 1, 0]"
524,524,524,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'green'], ['red']]",[1 0 1 0],"[[0, 0, 2, 1, 4], [0, 4, 1, 0, 2], [0, 2, 0, 4, 1], [0, 1, 4, 2, 0]]","[1, 0, 1, 0]"
525,525,525,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['white'], ['green']]",[0 0 0 1],"[[2, 1, 2, 3, 2], [1, 2, 3, 1, 2], [2, 2, 1, 2, 3], [1, 3, 2, 2, 1]]","[0, 1, 0, 1]"
526,526,526,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['green'], ['white'], ['red']]",[1 0 0 0],"[[1, 0, 1, 2, 4], [2, 4, 2, 0, 1], [1, 1, 0, 4, 2], [2, 2, 4, 1, 0]]","[1, 0, 0, 1]"
527,527,527,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_right', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'red', 'crosswalk'], ['white']]",[0 1 1 1],"[[0, 1, 0, 3, 0], [0, 0, 3, 1, 0], [0, 0, 1, 0, 3], [0, 3, 0, 0, 1]]","[0, 1, 1, 1]"
528,528,528,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white']]",[0 1 0 1],"[[0, 4, 2, 3, 1], [0, 1, 3, 4, 2], [0, 2, 4, 1, 3], [0, 3, 1, 2, 4]]","[0, 1, 0, 1]"
529,529,529,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green'], ['white']]",[0 1 0 0],"[[2, 4, 1, 4, 1], [1, 1, 4, 4, 1], [2, 1, 4, 1, 4], [1, 4, 1, 1, 4]]","[0, 1, 0, 0]"
530,530,530,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'green', 'crosswalk', 'red']]",[1 1 1 1],"[[1, 0, 3, 2, 0], [2, 0, 2, 0, 3], [1, 3, 0, 0, 2], [2, 2, 0, 3, 0]]","[1, 1, 1, 1]"
531,531,531,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'white']]",[1 1 0 0],"[[0, 2, 4, 4, 0], [0, 0, 4, 2, 4], [0, 4, 2, 0, 4], [0, 4, 0, 4, 2]]","[1, 1, 0, 0]"
532,532,532,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white'], ['red'], ['green']]",[0 1 0 0],"[[2, 1, 4, 1, 0], [1, 0, 1, 1, 4], [2, 4, 1, 0, 1], [1, 1, 0, 4, 1]]","[0, 1, 0, 0]"
533,533,533,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk']]",[0 1 0 1],"[[1, 4, 4, 3, 1], [2, 1, 3, 4, 4], [1, 4, 4, 1, 3], [2, 3, 1, 4, 4]]","[0, 1, 0, 1]"
534,534,534,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk']]",[0 1 0 1],"[[2, 4, 4, 3, 1], [1, 1, 3, 4, 4], [2, 4, 4, 1, 3], [1, 3, 1, 4, 4]]","[0, 1, 0, 1]"
535,535,535,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green']]",[0 1 1 0],"[[1, 4, 1, 4, 3], [2, 3, 4, 4, 1], [1, 1, 4, 3, 4], [2, 4, 3, 1, 4]]","[0, 1, 1, 0]"
536,536,536,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk']]",[0 1 0 1],"[[0, 4, 4, 3, 1], [0, 1, 3, 4, 4], [0, 4, 4, 1, 3], [0, 3, 1, 4, 4]]","[0, 1, 0, 1]"
537,537,537,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red'], ['green']]",[1 0 0 0],"[[1, 2, 4, 1, 4], [2, 4, 1, 2, 4], [1, 4, 2, 4, 1], [2, 1, 4, 4, 2]]","[1, 0, 0, 0]"
538,538,538,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['red']]",[1 0 1 0],"[[1, 0, 3, 4, 1], [2, 1, 4, 0, 3], [1, 3, 0, 1, 4], [2, 4, 1, 3, 0]]","[1, 0, 1, 0]"
539,539,539,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['white']]",[1 0 0 1],"[[0, 3, 4, 0, 1], [0, 1, 0, 3, 4], [0, 4, 3, 1, 0], [0, 0, 1, 4, 3]]","[1, 0, 0, 1]"
540,540,540,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['red'], ['white']]",[0 1 0 0],"[[1, 1, 0, 2, 3], [2, 3, 2, 1, 0], [1, 0, 1, 3, 2], [2, 2, 3, 0, 1]]","[0, 1, 1, 1]"
541,541,541,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white']]",[0 1 0 0],"[[2, 4, 1, 4, 0], [1, 0, 4, 4, 1], [2, 1, 4, 0, 4], [1, 4, 0, 1, 4]]","[0, 1, 0, 0]"
542,542,542,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['white', 'red']]",[0 1 0 1],"[[2, 4, 4, 1, 1], [1, 1, 1, 4, 4], [2, 4, 4, 1, 1], [1, 1, 1, 4, 4]]","[0, 1, 0, 1]"
543,543,543,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'red']]",[0 1 1 0],"[[0, 4, 0, 4, 1], [0, 1, 4, 4, 0], [0, 0, 4, 1, 4], [0, 4, 1, 0, 4]]","[0, 1, 1, 0]"
544,544,544,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk', 'green']]",[1 0 1 1],"[[1, 0, 3, 2, 4], [2, 4, 2, 0, 3], [1, 3, 0, 4, 2], [2, 2, 4, 3, 0]]","[1, 0, 1, 1]"
545,545,545,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red']]",[0 1 0 0],"[[1, 1, 4, 4, 3], [2, 3, 4, 1, 4], [1, 4, 1, 3, 4], [2, 4, 3, 4, 1]]","[1, 1, 0, 0]"
546,546,546,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk', 'red']]",[0 1 1 1],"[[1, 4, 3, 2, 0], [2, 0, 2, 4, 3], [1, 3, 4, 0, 2], [2, 2, 0, 3, 4]]","[0, 1, 1, 1]"
547,547,547,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'red'], ['white']]",[0 1 1 0],"[[1, 4, 3, 0, 0], [2, 0, 0, 4, 3], [1, 3, 4, 0, 0], [2, 0, 0, 3, 4]]","[0, 1, 1, 1]"
548,548,548,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green'], ['red']]",[0 1 0 0],"[[2, 1, 4, 1, 0], [1, 0, 1, 1, 4], [2, 4, 1, 0, 1], [1, 1, 0, 4, 1]]","[0, 1, 0, 0]"
549,549,549,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['green'], ['white', 'red']]",[1 0 0 0],"[[1, 1, 4, 2, 2], [2, 2, 2, 1, 4], [1, 4, 1, 2, 2], [2, 2, 2, 4, 1]]","[1, 1, 0, 1]"
550,550,550,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'crosswalk', 'red']]",[1 1 0 1],"[[0, 0, 4, 1, 3], [0, 3, 1, 0, 4], [0, 4, 0, 3, 1], [0, 1, 3, 4, 0]]","[1, 1, 0, 1]"
551,551,551,"{'right': 'red_car_turn_left', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['white']]",[1 0 0 0],"[[0, 1, 4, 4, 2], [0, 2, 4, 1, 4], [0, 4, 1, 2, 4], [0, 4, 2, 4, 1]]","[1, 0, 0, 0]"
552,552,552,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white', 'red'], ['green']]",[0 1 1 0],"[[1, 4, 0, 1, 2], [2, 2, 1, 4, 0], [1, 0, 4, 2, 1], [2, 1, 2, 0, 4]]","[0, 1, 1, 0]"
553,553,553,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['green']]",[0 1 0 1],"[[2, 4, 2, 1, 3], [1, 3, 1, 4, 2], [2, 2, 4, 3, 1], [1, 1, 3, 2, 4]]","[0, 1, 1, 1]"
554,554,554,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['red'], ['white']]",[0 1 0 1],"[[2, 1, 0, 1, 3], [1, 3, 1, 1, 0], [2, 0, 1, 3, 1], [1, 1, 3, 0, 1]]","[0, 1, 1, 1]"
555,555,555,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['white']]",[0 0 1 0],"[[2, 2, 3, 0, 4], [1, 4, 0, 2, 3], [2, 3, 2, 4, 0], [1, 0, 4, 3, 2]]","[1, 0, 1, 1]"
556,556,556,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'white']]",[0 1 0 1],"[[0, 4, 4, 0, 2], [0, 2, 0, 4, 4], [0, 4, 4, 2, 0], [0, 0, 2, 4, 4]]","[0, 1, 0, 1]"
557,557,557,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]",[1 1 0 0],"[[0, 2, 4, 4, 3], [0, 3, 4, 2, 4], [0, 4, 2, 3, 4], [0, 4, 3, 4, 2]]","[1, 1, 0, 0]"
558,558,558,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['white']]",[0 1 0 1],"[[2, 4, 1, 1, 3], [1, 3, 1, 4, 1], [2, 1, 4, 3, 1], [1, 1, 3, 1, 4]]","[0, 1, 0, 1]"
559,559,559,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green']]",[0 0 0 1],"[[1, 4, 1, 3, 4], [2, 4, 3, 4, 1], [1, 1, 4, 4, 3], [2, 3, 4, 1, 4]]","[0, 0, 1, 1]"
560,560,560,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white'], ['green']]",[0 0 1 0],"[[1, 4, 1, 4, 1], [2, 1, 4, 4, 1], [1, 1, 4, 1, 4], [2, 4, 1, 1, 4]]","[0, 0, 1, 0]"
