,Index,Scenario,Ordering,priority,prolog_priority
772,772,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]",[0 0 0 1],"[[2, 1, 4, 0, 4], [1, 4, 0, 1, 4], [2, 4, 1, 4, 0], [1, 0, 4, 4, 1]]"
773,773,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['white', 'green']]",[0 1 0 0],"[[2, 2, 0, 2, 3], [1, 3, 2, 2, 0], [2, 0, 2, 3, 2], [1, 2, 3, 0, 2]]"
774,774,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green']]",[0 0 1 1],"[[0, 1, 3, 1, 4], [0, 4, 1, 1, 3], [0, 3, 1, 4, 1], [0, 1, 4, 3, 1]]"
775,775,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk']]",[1 0 1 0],"[[2, 1, 3, 4, 4], [1, 4, 4, 1, 3], [2, 3, 1, 4, 4], [1, 4, 4, 3, 1]]"
776,776,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['red', 'white']]",[1 0 1 0],"[[2, 1, 1, 4, 4], [1, 4, 4, 1, 1], [2, 1, 1, 4, 4], [1, 4, 4, 1, 1]]"
777,777,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk']]",[1 1 0 0],"[[1, 2, 4, 4, 3], [2, 3, 4, 2, 4], [1, 4, 2, 3, 4], [2, 4, 3, 4, 2]]"
778,778,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk'], ['red']]",[0 1 0 1],"[[2, 0, 4, 3, 1], [1, 1, 3, 0, 4], [2, 4, 0, 1, 3], [1, 3, 1, 4, 0]]"
779,779,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green', 'white']]",[1 0 1 1],"[[0, 3, 1, 0, 4], [0, 4, 0, 3, 1], [0, 1, 3, 4, 0], [0, 0, 4, 1, 3]]"
780,780,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['green']]",[0 1 0 0],"[[0, 4, 2, 4, 2], [0, 2, 4, 4, 2], [0, 2, 4, 2, 4], [0, 4, 2, 2, 4]]"
781,781,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green']]",[0 0 0 1],"[[2, 4, 4, 3, 2], [1, 2, 3, 4, 4], [2, 4, 4, 2, 3], [1, 3, 2, 4, 4]]"
782,782,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]",[0 0 1 1],"[[0, 0, 0, 3, 4], [0, 4, 3, 0, 0], [0, 0, 0, 4, 3], [0, 3, 4, 0, 0]]"
783,783,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white'], ['green']]",[1 0 0 0],"[[1, 1, 4, 0, 4], [2, 4, 0, 1, 4], [1, 4, 1, 4, 0], [2, 0, 4, 4, 1]]"
784,784,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green']]",[1 0 0 1],"[[2, 3, 4, 0, 4], [1, 4, 0, 3, 4], [2, 4, 3, 4, 0], [1, 0, 4, 4, 3]]"
785,785,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['green']]",[1 0 0 1],"[[0, 3, 4, 2, 1], [0, 1, 2, 3, 4], [0, 4, 3, 1, 2], [0, 2, 1, 4, 3]]"
786,786,"{'right': 'red_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['red']]",[0 1 0 1],"[[2, 1, 4, 1, 3], [1, 3, 1, 1, 4], [2, 4, 1, 3, 1], [1, 1, 3, 4, 1]]"
787,787,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white']]",[0 1 0 0],"[[0, 4, 0, 2, 3], [0, 3, 2, 4, 0], [0, 0, 4, 3, 2], [0, 2, 3, 0, 4]]"
788,788,"{'right': 'green_car_turn_left', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white'], ['red']]",[1 0 1 0],"[[1, 1, 3, 1, 2], [2, 2, 1, 1, 3], [1, 3, 1, 2, 1], [2, 1, 2, 3, 1]]"
789,789,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white', 'green']]",[1 1 1 0],"[[1, 3, 0, 4, 1], [2, 1, 4, 3, 0], [1, 0, 3, 1, 4], [2, 4, 1, 0, 3]]"
790,790,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['green', 'red', 'crosswalk']]",[1 1 0 1],"[[2, 1, 4, 3, 0], [1, 0, 3, 1, 4], [2, 4, 1, 0, 3], [1, 3, 0, 4, 1]]"
791,791,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['green'], ['white']]",[0 0 1 0],"[[0, 4, 0, 2, 4], [0, 4, 2, 4, 0], [0, 0, 4, 4, 2], [0, 2, 4, 0, 4]]"
792,792,"{'right': 'green_car_straight', 'down': 'red_car_straight', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green', 'white'], ['red']]",[1 0 1 0],"[[1, 2, 0, 4, 2], [2, 2, 4, 2, 0], [1, 0, 2, 2, 4], [2, 4, 2, 0, 2]]"
793,793,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]",[1 1 0 0],"[[1, 2, 4, 4, 0], [2, 0, 4, 2, 4], [1, 4, 2, 0, 4], [2, 4, 0, 4, 2]]"
794,794,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white'], ['green']]",[0 0 0 1],"[[1, 0, 4, 3, 2], [2, 2, 3, 0, 4], [1, 4, 0, 2, 3], [2, 3, 2, 4, 0]]"
795,795,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk']]",[0 1 1 0],"[[2, 4, 3, 4, 2], [1, 2, 4, 4, 3], [2, 3, 4, 2, 4], [1, 4, 2, 3, 4]]"
796,796,"{'right': 'white_car_straight', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red'], ['white']]",[0 1 1 0],"[[2, 2, 3, 4, 0], [1, 0, 4, 2, 3], [2, 3, 2, 0, 4], [1, 4, 0, 3, 2]]"
797,797,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk'], ['red']]",[1 0 1 0],"[[1, 1, 3, 4, 1], [2, 1, 4, 1, 3], [1, 3, 1, 1, 4], [2, 4, 1, 3, 1]]"
798,798,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red']]",[0 0 1 1],"[[2, 4, 3, 2, 4], [1, 4, 2, 4, 3], [2, 3, 4, 4, 2], [1, 2, 4, 3, 4]]"
799,799,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white']]",[1 0 1 0],"[[2, 0, 3, 0, 4], [1, 4, 0, 0, 3], [2, 3, 0, 4, 0], [1, 0, 4, 3, 0]]"
800,800,"{'right': 'red_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['red', 'white'], ['green']]",[1 1 0 0],"[[1, 2, 4, 2, 0], [2, 0, 2, 2, 4], [1, 4, 2, 0, 2], [2, 2, 0, 4, 2]]"
801,801,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green']]",[0 1 0 1],"[[2, 4, 4, 1, 3], [1, 3, 1, 4, 4], [2, 4, 4, 3, 1], [1, 1, 3, 4, 4]]"
802,802,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white'], ['red']]",[0 1 0 0],"[[2, 0, 1, 4, 1], [1, 1, 4, 0, 1], [2, 1, 0, 1, 4], [1, 4, 1, 1, 0]]"
803,803,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green'], ['red']]",[0 0 0 1],"[[0, 4, 4, 2, 1], [0, 1, 2, 4, 4], [0, 4, 4, 1, 2], [0, 2, 1, 4, 4]]"
804,804,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red', 'white'], ['green']]",[0 1 1 1],"[[2, 1, 2, 0, 3], [1, 3, 0, 1, 2], [2, 2, 1, 3, 0], [1, 0, 3, 2, 1]]"
805,805,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]",[0 1 0 1],"[[0, 4, 4, 3, 1], [0, 1, 3, 4, 4], [0, 4, 4, 1, 3], [0, 3, 1, 4, 4]]"
806,806,"{'right': 'red_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'white']]",[1 1 0 0],"[[2, 2, 4, 4, 0], [1, 0, 4, 2, 4], [2, 4, 2, 0, 4], [1, 4, 0, 4, 2]]"
807,807,"{'right': 'crosswalk', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green']]",[1 0 1 0],"[[1, 3, 1, 4, 4], [2, 4, 4, 3, 1], [1, 1, 3, 4, 4], [2, 4, 4, 1, 3]]"
808,808,"{'right': 'green_car_straight', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green'], ['red', 'white']]",[1 0 0 0],"[[1, 2, 4, 1, 1], [2, 1, 1, 2, 4], [1, 4, 2, 1, 1], [2, 1, 1, 4, 2]]"
809,809,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green'], ['white']]",[0 0 1 0],"[[2, 1, 2, 4, 4], [1, 4, 4, 1, 2], [2, 2, 1, 4, 4], [1, 4, 4, 2, 1]]"
810,810,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'crosswalk', 'green']]",[1 1 0 1],"[[0, 0, 4, 1, 3], [0, 3, 1, 0, 4], [0, 4, 0, 3, 1], [0, 1, 3, 4, 0]]"
811,811,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'white_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green'], ['red']]",[1 0 1 0],"[[0, 3, 0, 1, 0], [0, 0, 1, 3, 0], [0, 0, 3, 0, 1], [0, 1, 0, 0, 3]]"
812,812,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white']]",[1 0 0 0],"[[0, 3, 4, 4, 0], [0, 0, 4, 3, 4], [0, 4, 3, 0, 4], [0, 4, 0, 4, 3]]"
813,813,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['red']]",[1 0 1 0],"[[1, 3, 1, 2, 4], [2, 4, 2, 3, 1], [1, 1, 3, 4, 2], [2, 2, 4, 1, 3]]"
814,814,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white'], ['green']]",[1 1 0 0],"[[1, 0, 0, 4, 3], [2, 3, 4, 0, 0], [1, 0, 0, 3, 4], [2, 4, 3, 0, 0]]"
815,815,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk']]",[1 0 1 0],"[[1, 1, 3, 4, 4], [2, 4, 4, 1, 3], [1, 3, 1, 4, 4], [2, 4, 4, 3, 1]]"
816,816,"{'right': 'white_car_turn_right', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green']]",[1 0 1 0],"[[0, 0, 3, 4, 1], [0, 1, 4, 0, 3], [0, 3, 0, 1, 4], [0, 4, 1, 3, 0]]"
817,817,"{'right': 'red_car_turn_left', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red', 'green', 'crosswalk']]",[1 1 1 0],"[[1, 1, 3, 4, 0], [2, 0, 4, 1, 3], [1, 3, 1, 0, 4], [2, 4, 0, 3, 1]]"
818,818,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]",[1 0 1 0],"[[1, 2, 2, 4, 4], [2, 4, 4, 2, 2], [1, 2, 2, 4, 4], [2, 4, 4, 2, 2]]"
819,819,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['red'], ['white']]",[0 0 1 0],"[[1, 4, 2, 2, 4], [2, 4, 2, 4, 2], [1, 2, 4, 4, 2], [2, 2, 4, 2, 4]]"
820,820,"{'right': 'red_car_straight', 'down': 'green_car_turn_left', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red'], ['green'], ['white']]",[1 0 0 0],"[[0, 2, 2, 4, 1], [0, 1, 4, 2, 2], [0, 2, 2, 1, 4], [0, 4, 1, 2, 2]]"
821,821,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red']]",[1 0 0 0],"[[2, 3, 2, 4, 4], [1, 4, 4, 3, 2], [2, 2, 3, 4, 4], [1, 4, 4, 2, 3]]"
822,822,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['red']]",[0 1 0 0],"[[0, 4, 4, 1, 2], [0, 2, 1, 4, 4], [0, 4, 4, 2, 1], [0, 1, 2, 4, 4]]"
823,823,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk']]",[0 0 1 1],"[[1, 4, 0, 3, 4], [2, 4, 3, 4, 0], [1, 0, 4, 4, 3], [2, 3, 4, 0, 4]]"
824,824,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'green_car_straight', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['green'], ['white', 'red']]",[1 0 0 0],"[[1, 3, 2, 2, 0], [2, 0, 2, 3, 2], [1, 2, 3, 0, 2], [2, 2, 0, 2, 3]]"
825,825,"{'right': 'white_car_turn_right', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white']]",[0 1 0 1],"[[2, 0, 4, 3, 1], [1, 1, 3, 0, 4], [2, 4, 0, 1, 3], [1, 3, 1, 4, 0]]"
826,826,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green']]",[0 0 0 1],"[[2, 4, 0, 2, 4], [1, 4, 2, 4, 0], [2, 0, 4, 4, 2], [1, 2, 4, 0, 4]]"
827,827,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['green', 'white']]",[0 1 1 0],"[[2, 0, 3, 0, 2], [1, 2, 0, 0, 3], [2, 3, 0, 2, 0], [1, 0, 2, 3, 0]]"
828,828,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_left', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['white'], ['red']]",[0 0 0 1],"[[0, 0, 1, 3, 1], [0, 1, 3, 0, 1], [0, 1, 0, 1, 3], [0, 3, 1, 1, 0]]"
829,829,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'green']]",[0 1 1 0],"[[0, 4, 0, 4, 0], [0, 0, 4, 4, 0], [0, 0, 4, 0, 4], [0, 4, 0, 0, 4]]"
830,830,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['green']]",[1 0 1 0],"[[1, 0, 3, 4, 2], [2, 2, 4, 0, 3], [1, 3, 0, 2, 4], [2, 4, 2, 3, 0]]"
831,831,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['white', 'crosswalk']]",[0 0 1 1],"[[1, 4, 2, 3, 4], [2, 4, 3, 4, 2], [1, 2, 4, 4, 3], [2, 3, 4, 2, 4]]"
832,832,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green', 'white']]",[1 1 1 0],"[[1, 3, 0, 4, 2], [2, 2, 4, 3, 0], [1, 0, 3, 2, 4], [2, 4, 2, 0, 3]]"
833,833,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white']]",[1 0 1 0],"[[2, 3, 0, 4, 4], [1, 4, 4, 3, 0], [2, 0, 3, 4, 4], [1, 4, 4, 0, 3]]"
834,834,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['green', 'red']]",[1 0 0 1],"[[2, 0, 4, 0, 4], [1, 4, 0, 0, 4], [2, 4, 0, 4, 0], [1, 0, 4, 4, 0]]"
835,835,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['red']]",[0 0 1 1],"[[0, 0, 0, 3, 4], [0, 4, 3, 0, 0], [0, 0, 0, 4, 3], [0, 3, 4, 0, 0]]"
836,836,"{'right': 'white_car_turn_left', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'crosswalk'], ['green']]",[1 0 1 0],"[[1, 1, 3, 4, 2], [2, 2, 4, 1, 3], [1, 3, 1, 2, 4], [2, 4, 2, 3, 1]]"
837,837,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red']]",[0 0 1 1],"[[0, 4, 2, 0, 4], [0, 4, 0, 4, 2], [0, 2, 4, 4, 0], [0, 0, 4, 2, 4]]"
838,838,"{'right': 'red_car_turn_left', 'down': 'green_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green'], ['red']]",[0 1 0 0],"[[2, 1, 4, 4, 2], [1, 2, 4, 1, 4], [2, 4, 1, 2, 4], [1, 4, 2, 4, 1]]"
839,839,"{'right': 'white_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white'], ['red']]",[0 0 0 1],"[[0, 0, 4, 3, 2], [0, 2, 3, 0, 4], [0, 4, 0, 2, 3], [0, 3, 2, 4, 0]]"
840,840,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk']]",[1 1 0 0],"[[1, 2, 4, 4, 3], [2, 3, 4, 2, 4], [1, 4, 2, 3, 4], [2, 4, 3, 4, 2]]"
841,841,"{'right': 'green_car_straight', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red'], ['white']]",[1 0 0 1],"[[0, 2, 2, 3, 1], [0, 1, 3, 2, 2], [0, 2, 2, 1, 3], [0, 3, 1, 2, 2]]"
842,842,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_straight', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk', 'red']]",[0 1 1 1],"[[2, 4, 3, 2, 0], [1, 0, 2, 4, 3], [2, 3, 4, 0, 2], [1, 2, 0, 3, 4]]"
843,843,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red'], ['green']]",[0 0 1 0],"[[1, 4, 2, 1, 4], [2, 4, 1, 4, 2], [1, 2, 4, 4, 1], [2, 1, 4, 2, 4]]"
844,844,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white', 'red']]",[0 0 1 1],"[[2, 4, 0, 0, 4], [1, 4, 0, 4, 0], [2, 0, 4, 4, 0], [1, 0, 4, 0, 4]]"
845,845,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red'], ['green'], ['white']]",[1 1 0 0],"[[1, 0, 0, 2, 3], [2, 3, 2, 0, 0], [1, 0, 0, 3, 2], [2, 2, 3, 0, 0]]"
846,846,"{'right': 'white_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['white'], ['red']]",[0 0 0 1],"[[1, 0, 4, 3, 2], [2, 2, 3, 0, 4], [1, 4, 0, 2, 3], [2, 3, 2, 4, 0]]"
847,847,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['red'], ['white']]",[0 1 0 0],"[[0, 4, 2, 1, 2], [0, 2, 1, 4, 2], [0, 2, 4, 2, 1], [0, 1, 2, 2, 4]]"
848,848,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['white'], ['green']]",[0 0 0 1],"[[2, 4, 1, 0, 1], [1, 1, 0, 4, 1], [2, 1, 4, 1, 0], [1, 0, 1, 1, 4]]"
849,849,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk', 'white']]",[1 0 0 1],"[[0, 3, 4, 2, 4], [0, 4, 2, 3, 4], [0, 4, 3, 4, 2], [0, 2, 4, 4, 3]]"
850,850,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk', 'green']]",[1 1 1 0],"[[1, 0, 2, 4, 3], [2, 3, 4, 0, 2], [1, 2, 0, 3, 4], [2, 4, 3, 2, 0]]"
851,851,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green'], ['red']]",[1 0 0 0],"[[2, 3, 2, 1, 4], [1, 4, 1, 3, 2], [2, 2, 3, 4, 1], [1, 1, 4, 2, 3]]"
852,852,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green']]",[0 1 1 0],"[[0, 1, 2, 4, 3], [0, 3, 4, 1, 2], [0, 2, 1, 3, 4], [0, 4, 3, 2, 1]]"
853,853,"{'right': 'crosswalk', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white']]",[1 1 0 0],"[[0, 3, 4, 1, 1], [0, 1, 1, 3, 4], [0, 4, 3, 1, 1], [0, 1, 1, 4, 3]]"
854,854,"{'right': 'red_car_straight', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['red']]",[0 1 1 0],"[[2, 2, 3, 4, 2], [1, 2, 4, 2, 3], [2, 3, 2, 2, 4], [1, 4, 2, 3, 2]]"
855,855,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['red']]",[0 0 0 1],"[[0, 0, 1, 3, 4], [0, 4, 3, 0, 1], [0, 1, 0, 4, 3], [0, 3, 4, 1, 0]]"
856,856,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green', 'white']]",[1 1 0 1],"[[2, 3, 4, 2, 2], [1, 2, 2, 3, 4], [2, 4, 3, 2, 2], [1, 2, 2, 4, 3]]"
